C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_132.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_132.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_132.jpg, 0, 0, 0, 7.821608E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_234.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_234.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_234.jpg, 0, 0, 0, 7.939345E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_336.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_336.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_336.jpg, 0, 0, 0, 7.814711E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_439.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_439.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_439.jpg, 0, 0, 0, 7.834944E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_543.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_543.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_543.jpg, 0, 0, 0, 8.018382E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_644.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_644.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_644.jpg, 0, 0, 0, 8.078711E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_745.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_745.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_745.jpg, 0, 0, 0, 8.001787E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_849.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_849.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_849.jpg, 0, 0, 0, 7.820864E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_55_950.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_55_950.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_55_950.jpg, 0, 0, 0, 7.963723E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_054.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_054.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_054.jpg, 0, 0, 0, 8.027884E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_154.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_154.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_154.jpg, 0, 0, 0, 7.797289E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_256.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_256.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_256.jpg, 0, 0, 0, 7.879836E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_361.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_361.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_361.jpg, 0, 0, 0, 7.800457E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_464.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_464.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_464.jpg, 0, 0, 0, 7.823413E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_565.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_565.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_565.jpg, 0, 0, 0, 7.814183E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_669.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_669.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_669.jpg, 0, 0, 0, 8.049935E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_770.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_770.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_770.jpg, 0, 0, 0, 7.823012E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_871.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_871.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_871.jpg, 0, 0, 0, 7.932023E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_56_973.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_56_973.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_56_973.jpg, 0, 0, 0, 8.107843E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_077.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_077.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_077.jpg, 0, 0, 0, 8.225809E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_180.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_180.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_180.jpg, 0, 0, 0, 7.796197E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_283.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_283.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_283.jpg, 0, 0, 0, 7.812299E-05
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_387.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_387.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_387.jpg, 0, 0.2986332, 0, 0.2036659
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_491.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_491.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_491.jpg, 0, 0.5993508, 0, 0.7547255
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_594.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_594.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_594.jpg, -0.1404765, 0.8984208, 0, 1.755066
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_696.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_696.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_696.jpg, -0.4448072, 1, 0, 2.901126
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_798.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_798.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_798.jpg, -0.4336728, 1, 0, 4.056426
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_57_898.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_57_898.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_57_898.jpg, -0.1405687, 1, 0, 5.224803
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_58_001.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_58_001.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_58_001.jpg, -0.1441542, 1, 0, 6.599698
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_58_101.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_58_101.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_58_101.jpg, -0.4475334, 1, 0, 7.699335
C:\Users\eness\Desktop\Data\IMG\center_2020_06_02_21_21_58_202.jpg, C:\Users\eness\Desktop\Data\IMG\left_2020_06_02_21_21_58_202.jpg, C:\Users\eness\Desktop\Data\IMG\right_2020_06_02_21_21_58_202.jpg, -0.7478416, 1, 0, 8.730998
